trucks_count 6
drones_count 4
customers 98
depot 0.0 0.0
Coordinate X         Coordinate Y         Dronable Demand
9367.868512575264    -0.36547913674221233 1         0.2944785632907331
95.5226659234886     -4387.274087798448   1         1.157671084331658
925.5412158509552    1695.2780634938676   1         39.09756695881364
8946.271030493002    -4002.1673059623263  1         0.7408519054726681
-10263.213604606999  2150.662231542694    1         1.2165002634781332
3243.878096828444    -4959.983778121715   1         0.8280494689365592
6102.828865872543    3887.9399712805707   1         0.47749072814073845
4355.382105744906    -2205.825497208636   1         0.8700635089127301
-1884.956410190467   1286.5634467994828   1         0.18043537932588818
2833.4422974079152   3083.965268343257    1         0.4955794348637451
5934.094683897156    6507.631699421837    1         0.7040089272372017
1834.3611118246488   5916.589026520784    1         0.6994371276039588
-541.3448587494343   -5321.154497233919   1         0.11194636544064457
486.60973189191816   -10087.717205173647  1         0.9205012874862543
-7851.82923565386    -2715.7235519902083  1         1.177500063202134
-5780.806798728284   3460.527900030611    1         0.903689651734927
605.6105411419746    -5273.451415727753   1         0.6556602444228472
-2105.361738542021   -5855.210521105666   1         0.27146402423611005
6699.619705285521    -4170.197926011247   1         0.9248299023145609
-6863.0679861202     -5476.38002430972    1         0.18071566058586133
3136.3500851280382   -3373.611516757986   1         0.948272812046626
5070.891622683248    5205.566378657299    1         1.0824679547750558
3461.954949500101    -4969.07688328544    1         1.0745272981313525
-5444.264353673849   -2568.528585239829   1         0.350367750472792
-3861.0564253798548  -10520.04473561005   1         25.858383462722085
9591.741410707553    11111.027859035243   1         1.0037736993733752
-9744.885745263407   -10316.99459206803   1         0.9551494671232105
8755.235152220503    -5000.785660914502   1         0.6529910294945648
4981.772416718992    -11470.097162763492  1         0.5652293233042726
-4531.534272316776   9483.9193657041      1         1.045445484124656
-4973.948941659332   7435.337426107977    1         0.5157925526341325
2623.183291694354    1487.788191986274    1         1.0070819525120744
8475.457247738632    -8760.029964270507   1         0.10280089665153429
3945.4678314680577   -1027.3004631936856  1         0.46898119444755215
-3320.747593097222   4084.8714827632457   1         0.18426341767157112
7281.161483733408    -2343.1505084827386  1         1.2245107101675585
7540.60280442556     7239.926601114726    1         11.3513371605261
1401.9126682941842   -8882.192781786449   1         0.8459075231412845
10453.558611954195   3165.7628826746873   1         0.7583548442197932
3868.0864898389086   1216.5371822802172   1         14.807482913382497
2033.7602529856795   9634.912617699436    1         0.5090028111686957
-9550.141142786608   -1399.2135824983995  1         0.8296361935960124
9096.235870952582    1378.4548338885913   1         0.5752246160340896
